approved_symbol,hgnc_id,evidence_count,source_count_percentile,pLI,oe_lof,lof_z,mis_z,omim_summary,gencc_summary,clingen_summary,clinvar,clinical_groups_p,onset_groups_p,syndromic_groups_p,mgi_phenotype,interaction_score,stringdb_interaction_sum_score,stringdb_interaction_normalized_score,stringdb_interaction_string,expression_score,gtex_kidney_medulla,gtex_kidney_cortex,descartes_kidney_tpm,cur_id
GDF6,4221,3,1.31434684780906,0.98833,0,3.3948,0.9343,"Microphthalmia with coloboma 6, digenic[OMIM:613703]-Autosomal dominant inheritance | Microphthalmia, isolated 4[OMIM:613094]-NA | Leber congenital amaurosis 17[OMIM:615360]-Autosomal recessive inheritance | Multiple synostoses syndrome 4[OMIM:617898]-Autosomal dominant inheritance | Klippel-Feil syndrome 1, autosomal dominant[OMIM:118100]-Autosomal dominant inheritance","Definitive (Klippel-Feil syndrome 1, autosomal dominant[MONDO:0007306]-Autosomal dominant) | Supportive (isolated Klippel-Feil syndrome[MONDO:0016520]-Autosomal dominant) | Supportive (Leber congenital amaurosis[MONDO:0018998]-Autosomal dominant)",NULL,P:2; LP:2; VUS:196,OMIM:118100 (cakut: 0.052 | cancer: 0.03 | cyst_cilio: 0.024 | tubulopathy: 0.007 | glomerulopathy: 0.002),NULL,OMIM:118100 (syndromic: 0.024 | skeletal: 0.052 | neurologic: 0.001); OMIM:613094 (syndromic: 0.001 | skeletal: 0.004); OMIM:613703 (syndromic: 0 | skeletal: 0); OMIM:617898 (syndromic: 0.005 | skeletal: 0.017),hm (false); ht (false),0,NULL,NULL,NULL,0,0.109929,0.09396610000000001,0.589845747742457,cur_181
GDNF,4232,3,2.0918606892368072,NULL,NULL,NULL,NULL,"{Hirschsprung disease, susceptibility to, 3}[OMIM:613711]-Autosomal dominant inheritance",NULL,NULL,P:0; LP:0; VUS:56,NULL,OMIM:613711 (antenatal_or_congenital: 0.821),OMIM:613711 (syndromic: 0.001 | neurologic: 0.001),hm (true); ht (true),0.5,3472,0.6184486373165619,"9606.ENSP00000347942:999, 9606.ENSP00000478927:476, 9606.ENSP00000366563:499, 9606.ENSP00000347591:999, 9606.ENSP00000362680:499",0.5,0.324518,0.445301,56.2081242053457,cur_182
GFRA1,4243,2,0.8143468478090599,0.1175,0.2653,3.2377,1.3928,Renal hypodysplasia/aplasia 4[OMIM:619887]-Autosomal recessive inheritance,Limited (renal hypodysplasia/aplasia 4[MONDO:0030822]-Autosomal recessive),NULL,P:3; LP:0; VUS:20,OMIM:619887 (cakut: 0.016 | cyst_cilio: 0.005),OMIM:619887 (antenatal_or_congenital: 0.851),OMIM:619887 (syndromic: 0),hm (true); ht (false),0.5,2996,0.5576519916142557,"9606.ENSP00000347942:999, 9606.ENSP00000362680:499, 9606.ENSP00000409007:999, 9606.ENSP00000366563:499",0.5,4.67477,2.90176,178.246125630777,cur_183
GLA,4296,5,4.58981890220079,0.99675,0,3.8048,1.8759,"Fabry disease, cardiac variant[OMIM:301500]-X-linked inheritance | Fabry disease[OMIM:301500]-X-linked inheritance","Definitive (Fabry disease[MONDO:0010526]-Autosomal dominant) | Definitive (Fabry disease[MONDO:0010526]-Mitochondrial) | Definitive, Definitive, Strong, Strong, Supportive (Fabry disease[MONDO:0010526]-X-linked)",Definitive (Fabry disease[MONDO:0010526]-XL),P:290; LP:174; VUS:231,OMIM:301500 (nephrocalcinosis: 0.111 | tubulopathy: 0.105 | glomerulopathy: 0.082 | complement: 0.071 | cyst_cilio: 0.068 | cakut: 0.04 | cancer: 0.02),OMIM:301500 (neonatal_or_pediatric: 0.2),OMIM:301500 (syndromic: 0.022 | growth: 0.02 | neurologic: 0.045),hm (false); ht (false),0,591,0.1488469601677149,"9606.ENSP00000322323:292, 9606.ENSP00000360141:299",0.5,15.252,11.259,23.6407713676029,cur_184
GLI3,4319,5,3.778798170445651,0.99999,0.092871,6.1678,0.5222,"Greig cephalopolysyndactyly syndrome[OMIM:175700]-Autosomal dominant inheritance | Polydactyly, postaxial, types A1 and B[OMIM:174200]-Autosomal dominant inheritance | Pallister-Hall syndrome[OMIM:146510]-Autosomal dominant inheritance | Polydactyly, preaxial, type IV[OMIM:174700]-Autosomal dominant inheritance","Definitive, Definitive, Definitive, Supportive (Pallister-Hall syndrome[MONDO:0007804]-Autosomal dominant) | Definitive (polydactyly, postaxial, type A1[MONDO:0008266]-Autosomal dominant) | Moderate, Supportive (polysyndactyly 4[MONDO:0008272]-Autosomal dominant) | Definitive, Definitive, Definitive, Strong, Strong, Supportive (Greig cephalopolysyndactyly syndrome[MONDO:0008287]-Autosomal dominant) | Supportive (acrocallosal syndrome[MONDO:0008708]-Autosomal recessive) | Supportive (tibial hemimelia[MONDO:0010144]-Autosomal dominant) | Supportive (postaxial polydactyly type A[MONDO:0019673]-Autosomal recessive)",NULL,P:104; LP:27; VUS:313,OMIM:146510 (cakut: 0.298 | cyst_cilio: 0.165 | cancer: 0.1 | glomerulopathy: 0.013 | nephrocalcinosis: 0.007 | tubulopathy: 0.007),OMIM:174200 (antenatal_or_congenital: 0.821); OMIM:174700 (antenatal_or_congenital: 0.821),OMIM:146510 (syndromic: 0.095 | growth: 0.352 | skeletal: 0.028 | neurologic: 0.095); OMIM:174200 (syndromic: 0.005 | skeletal: 0.019); OMIM:174700 (syndromic: 0.001 | skeletal: 0.002); OMIM:175700 (syndromic: 0.091 | skeletal: 0.07 | neurologic: 0.122),hm (true); ht (false),0.5,5793,0.7777777777777778,"9606.ENSP00000287538:773, 9606.ENSP00000356405:499, 9606.ENSP00000392028:292, 9606.ENSP00000368253:382, 9606.ENSP00000262367:457, 9606.ENSP00000377934:949, 9606.ENSP00000264414:499, 9606.ENSP00000451828:613, 9606.ENSP00000262426:407, 9606.ENSP00000390436:922",0.5,1.82086,1.0126899999999999,211.19634258768,cur_185
GLIS2,29450,5,4.248749003348832,NULL,NULL,NULL,NULL,Nephronophthisis 7[OMIM:611498]-NA,"Supportive (nephronophthisis 1[MONDO:0009728]-Autosomal recessive) | Strong, Limited, Limited (nephronophthisis 7[MONDO:0012680]-Autosomal recessive)",Limited (nephronophthisis 7[MONDO:0012680]-AR),P:3; LP:0; VUS:128,OMIM:611498 (cyst_cilio: 0.252 | glomerulopathy: 0.157 | tubulopathy: 0.056 | cakut: 0.048 | complement: 0.036 | nephrocalcinosis: 0.021 | cancer: 0.02),NULL,NULL,hm (true); ht (false),0.5,2096,0.42348008385744235,"9606.ENSP00000317469:614, 9606.ENSP00000245157:292, 9606.ENSP00000451828:165, 9606.ENSP00000341292:403, 9606.ENSP00000317272:165, 9606.ENSP00000324856:165, 9606.ENSP00000408292:292",0.5,51.4474,35.579,24.1138551196258,cur_186
GNA11,4379,4,2.3782235108142524,0.88941,0.12543,3.2361,3.768,"Hypocalciuric hypercalcemia, type II[OMIM:145981]-Autosomal dominant inheritance | Hypocalcemia, autosomal dominant 2[OMIM:615361]-Autosomal dominant inheritance","Strong, Strong, Limited, Supportive (familial hypocalciuric hypercalcemia 2[MONDO:0007792]-Autosomal dominant) | Strong, Moderate (autosomal dominant hypocalcemia 2[MONDO:0014146]-Autosomal dominant) | Supportive (autosomal dominant hypocalcemia[MONDO:0018543]-Autosomal dominant)",NULL,P:12; LP:7; VUS:64,OMIM:145981 (tubulopathy: 0.133 | nephrocalcinosis: 0.125 | cakut: 0.012 | glomerulopathy: 0.011 | cancer: 0.01 | cyst_cilio: 0.005),OMIM:615361 (adult: 0.218),OMIM:145981 (syndromic: 0 | skeletal: 0.001); OMIM:615361 (syndromic: 0.003 | growth: 0.034 | skeletal: 0.002 | neurologic: 0.002),hm (false); ht (false),0.5,2789,0.5303983228511531,"9606.ENSP00000356825:300, 9606.ENSP00000262613:292, 9606.ENSP00000384092:499, 9606.ENSP00000356319:292, 9606.ENSP00000315011:292, 9606.ENSP00000256078:161, 9606.ENSP00000360141:661, 9606.ENSP00000265748:292",0.5,37.7638,39.5527,80.7560249402259,cur_187
GNAS,4392,4,2.5795843024277945,NULL,NULL,NULL,NULL,"ACTH-independent macronodular adrenal hyperplasia[OMIM:219080]-Somatic mutation | Pituitary adenoma 3, multiple types, somatic[OMIM:617686]-NA | Pseudohypoparathyroidism Ic[OMIM:612462]-Autosomal dominant inheritance | Pseudohypoparathyroidism Ia[OMIM:103580]-Autosomal dominant inheritance | Osseous heteroplasia, progressive[OMIM:166350]-Autosomal dominant inheritance | Pseudohypoparathyroidism Ib[OMIM:603233]-Autosomal dominant inheritance | McCune-Albright syndrome, somatic, mosaic[OMIM:174800]-NA | Pseudopseudohypoparathyroidism[OMIM:612463]-Autosomal dominant inheritance","Definitive, Definitive, Strong, Supportive (Pseudohypoparathyroidism type 1A[MONDO:0007078]-Autosomal dominant) | Definitive (Pseudohypoparathyroidism type 1A[MONDO:0007078]-Mitochondrial) | Supportive, No Known Disease Relationship (progressive osseous heteroplasia[MONDO:0008153]-Autosomal dominant) | Definitive, Strong, Supportive (pseudohypoparathyroidism type 1B[MONDO:0011301]-Autosomal dominant) | Definitive (pseudohypoparathyroidism type 1B[MONDO:0011301]-Autosomal dominant inheritance with paternal imprinting) | Strong, Supportive (pseudohypoparathyroidism type 1C[MONDO:0012911]-Autosomal dominant) | Definitive (pseudohypoparathyroidism type 1C[MONDO:0012911]-Mitochondrial) | Moderate, Supportive (pseudopseudohypoparathyroidism[MONDO:0012912]-Autosomal dominant) | Definitive (pseudopseudohypoparathyroidism[MONDO:0012912]-Mitochondrial) | Definitive (McCune-Albright syndrome[MONDO:0018919]-Autosomal dominant) | Definitive (McCune-Albright syndrome[MONDO:0018919]-Somatic mosaicism) | Strong (McCune-Albright syndrome[MONDO:0018919]-Unknown) | Definitive (ACTH-independent macronodular adrenal hyperplasia 1[MONDO:0020735]-Somatic mosaicism)",NULL,P:112; LP:53; VUS:168,NULL,OMIM:103580 (neonatal_or_pediatric: 0.402); OMIM:166350 (neonatal_or_pediatric: 0.603); OMIM:219080 (adult: 0.218),OMIM:103580 (syndromic: 0.081 | growth: 0.293 | skeletal: 0.053 | neurologic: 0.085); OMIM:166350 (syndromic: 0.001 | skeletal: 0.002); OMIM:174800 (syndromic: 0.002 | growth: 0.001 | skeletal: 0.002 | neurologic: 0.001); OMIM:219080 (syndromic: 0.016 | growth: 0.008 | skeletal: 0.025 | neurologic: 0.015); OMIM:603233 (syndromic: 0.007 | growth: 0.043 | skeletal: 0.018); OMIM:612462 (syndromic: 0.079 | growth: 0.293 | skeletal: 0.047 | neurologic: 0.085); OMIM:612463 (syndromic: 0.059 | growth: 0.293 | skeletal: 0.045 | neurologic: 0.043),hm (false); ht (true),0.5,4145,0.6771488469601677,"9606.ENSP00000384092:356, 9606.ENSP00000360541:288, 9606.ENSP00000356319:292, 9606.ENSP00000362680:700, 9606.ENSP00000369647:499, 9606.ENSP00000269305:301, 9606.ENSP00000265748:292, 9606.ENSP00000218516:299, 9606.ENSP00000339191:165, 9606.ENSP00000417132:292, 9606.ENSP00000078429:661",0.5,174.67700000000002,109.573,800.618813886838,cur_188
GON7,20356,3,1.6216343161772309,0.007687,0.91222,0.1475,0.30545,Galloway-Mowat syndrome 9[OMIM:619603]-Autosomal recessive inheritance,NULL,NULL,P:2; LP:0; VUS:1,OMIM:619603 (glomerulopathy: 0.259 | cyst_cilio: 0.134 | cancer: 0.05 | tubulopathy: 0.049 | cakut: 0.048 | complement: 0.036 | nephrocalcinosis: 0.028),OMIM:619603 (neonatal_or_pediatric: 0.665),OMIM:619603 (syndromic: 0.059 | skeletal: 0.055 | neurologic: 0.117),hm (NA); ht (NA),0.5,3156,0.5849056603773585,"9606.ENSP00000206542:998, 9606.ENSP00000361186:998, 9606.ENSP00000281043:161, 9606.ENSP00000349923:999",0,22.2563,12.8869,NULL,cur_189
GPC3,4451,4,3.1933445252271753,NULL,NULL,NULL,NULL,"Wilms tumor, somatic[OMIM:194070]-NA | Simpson-Golabi-Behmel syndrome, type 1[OMIM:312870]-X-linked recessive inheritance","Definitive, Supportive (Simpson-Golabi-Behmel syndrome[MONDO:0010731]-X-linked) | Definitive, Definitive, Strong (Simpson-Golabi-Behmel syndrome type 1[MONDO:0020602]-X-linked) | Definitive (Simpson-Golabi-Behmel syndrome type 1[MONDO:0020602]-X-linked recessive)",Definitive (Simpson-Golabi-Behmel syndrome[MONDO:0010731]-XL),P:34; LP:16; VUS:359,OMIM:194070 (cancer: 0.12 | complement: 0.036 | cakut: 0.008 | glomerulopathy: 0.007); OMIM:312870 (cancer: 0.17 | cakut: 0.145 | cyst_cilio: 0.129 | complement: 0.036 | glomerulopathy: 0.009 | nephrocalcinosis: 0.007 | tubulopathy: 0.007),NULL,OMIM:312870 (syndromic: 0.111 | growth: 0.023 | skeletal: 0.118 | neurologic: 0.054),hm (false); ht (true),0.5,4556,0.7127882599580713,"9606.ENSP00000236850:499, 9606.ENSP00000380321:292, 9606.ENSP00000269305:307, 9606.ENSP00000264634:403, 9606.ENSP00000359583:499, 9606.ENSP00000231509:342, 9606.ENSP00000356969:499, 9606.ENSP00000484824:218, 9606.ENSP00000252486:499, 9606.ENSP00000322323:499, 9606.ENSP00000466775:499",1,86.6361,19.1762,1627.75253921265,cur_190
GREB1L,31042,4,2.366718507200249,NULL,NULL,NULL,NULL,"Deafness, autosomal dominant 80[OMIM:619274]-Autosomal dominant inheritance | Renal hypodysplasia/aplasia 3[OMIM:617805]-Autosomal dominant inheritance","Supportive (bilateral renal agenesis[MONDO:0015986]-Autosomal recessive) | Supportive (renal agenesis, unilateral[MONDO:0019636]-Autosomal dominant) | Definitive, Definitive, Moderate, Limited (renal hypodysplasia/aplasia 3[MONDO:0024520]-Autosomal dominant)",NULL,P:29; LP:18; VUS:74,OMIM:617805 (cakut: 0.278 | cancer: 0.15 | cyst_cilio: 0.05 | glomerulopathy: 0.009 | nephrocalcinosis: 0.007),OMIM:617805 (antenatal_or_congenital: 0.821); OMIM:619274 (antenatal_or_congenital: 0.821),NULL,hm (true); ht (true),0,NULL,NULL,NULL,0.5,0.615024,0.04636780000000001,134.182045201667,cur_191
GREM1,2001,2,1.611650122094572,NULL,NULL,NULL,NULL,NULL,"Definitive, Supportive (hereditary mixed polyposis syndrome[MONDO:0011023]-Autosomal dominant)",Definitive (hereditary mixed polyposis syndrome[MONDO:0011023]-AD),P:0; LP:0; VUS:102,NULL,NULL,NULL,hm (true); ht (false),0,NULL,NULL,NULL,0,0.509415,0.0493644,0.449611952383712,cur_192
GRHPR,4570,5,3.803978842847603,0,0.71895,1.064,0.7388,"Hyperoxaluria, primary, type II[OMIM:260000]-Autosomal recessive inheritance","Definitive, Definitive, Strong, Supportive (primary hyperoxaluria type 2[MONDO:0009824]-Autosomal recessive)",NULL,P:49; LP:55; VUS:72,OMIM:260000 (nephrocalcinosis: 0.333 | tubulopathy: 0.294 | complement: 0.214 | glomerulopathy: 0.144 | cyst_cilio: 0.081 | cakut: 0.065 | cancer: 0.03),NULL,NULL,hm (true); ht (false),0,495,0.12368972746331237,"9606.ENSP00000452762:238, 9606.ENSP00000346173:257",0.5,32.3636,39.4659,33.3715341030261,cur_193
GRIP1,18708,4,3.1867227735069226,NULL,NULL,NULL,NULL,Fraser syndrome 3[OMIM:617667]-Autosomal recessive inheritance,"Supportive (Fraser syndrome[MONDO:0009046]-Autosomal recessive) | Strong (Fraser syndrome 1[MONDO:0054737]-Autosomal recessive) | Definitive, Strong (Fraser syndrome 3[MONDO:0054739]-Autosomal recessive)",Definitive (Fraser syndrome 3[MONDO:0054739]-AR),P:4; LP:3; VUS:140,OMIM:617667 (cakut: 0.028 | cyst_cilio: 0.008),OMIM:617667 (antenatal_or_congenital: 0.03),OMIM:617667 (syndromic: 0.014 | skeletal: 0.03 | neurologic: 0.006),hm (true); ht (false),0.5,3830,0.6561844863731656,"9606.ENSP00000231509:723, 9606.ENSP00000262613:319, 9606.ENSP00000370719:384, 9606.ENSP00000287820:457, 9606.ENSP00000368727:323, 9606.ENSP00000228606:292, 9606.ENSP00000412940:332, 9606.ENSP00000280481:416, 9606.ENSP00000468002:292, 9606.ENSP00000262367:292",0.5,0.960733,1.09578,238.346448109442,cur_194
GSN,4620,5,3.0316703764163577,NULL,NULL,NULL,NULL,"Amyloidosis, Finnish type[OMIM:105120]-Autosomal dominant inheritance","Strong, Moderate, Supportive (Finnish type amyloidosis[MONDO:0007097]-Autosomal dominant) | Definitive (Finnish type amyloidosis[MONDO:0007097]-Autosomal recessive)",NULL,P:4; LP:3; VUS:266,OMIM:105120 (glomerulopathy: 0.191 | nephrocalcinosis: 0.111 | complement: 0.107 | tubulopathy: 0.105 | cyst_cilio: 0.068 | cancer: 0.05 | cakut: 0.048),OMIM:105120 (adult: 0.218),OMIM:105120 (syndromic: 0.002 | neurologic: 0.004),hm (true); ht (false),0.5,6292,0.7945492662473794,"9606.ENSP00000365891:610, 9606.ENSP00000216181:570, 9606.ENSP00000252486:400, 9606.ENSP00000452762:366, 9606.ENSP00000265748:292, 9606.ENSP00000237014:364, 9606.ENSP00000252699:292, 9606.ENSP00000269305:307, 9606.ENSP00000346839:661, 9606.ENSP00000377789:161, 9606.ENSP00000236850:224, 9606.ENSP00000364649:207, 9606.ENSP00000314299:222, 9606.ENSP00000362680:729, 9606.ENSP00000356319:292, 9606.ENSP00000358866:595",0.5,143.93,87.2242,63.2496426895169,cur_195
HAAO,4796,3,1.5695005782401632,0,0.7408,1.0808,-0.17737,"Vertebral, cardiac, renal, and limb defects syndrome 1[OMIM:617660]-Autosomal recessive inheritance","Supportive (congenital vertebral-cardiac-renal anomalies syndrome[MONDO:0020831]-Autosomal recessive) | Definitive, Strong, Limited (vertebral, cardiac, renal, and limb defects syndrome 1[MONDO:0060554]-Autosomal recessive)","Definitive (vertebral, cardiac, renal, and limb defects syndrome 1[MONDO:0060554]-AR)",P:4; LP:4; VUS:15,OMIM:617660 (cakut: 0.153 | cancer: 0.05 | cyst_cilio: 0.045 | glomerulopathy: 0.007 | tubulopathy: 0.007),OMIM:617660 (antenatal_or_congenital: 0.821),OMIM:617660 (syndromic: 0.073 | growth: 0.25 | skeletal: 0.05 | neurologic: 0.121),hm (true); ht (false),0,NULL,NULL,NULL,0.5,12.8094,24.802,28.3727085149316,cur_196
HNF1B,11630,5,4.85839909204867,NULL,NULL,NULL,NULL,Type 2 diabetes mellitus[OMIM:125853]-Autosomal dominant inheritance | Renal cysts and diabetes syndrome[OMIM:137920]-Autosomal dominant inheritance | {Renal cell carcinoma}[OMIM:144700]-NA,"Strong (diabetes mellitus, noninsulin-dependent[MONDO:0007455]-Autosomal dominant) | Definitive, Definitive, Strong, Strong, Supportive (renal cysts and diabetes syndrome[MONDO:0007669]-Autosomal dominant) | Supportive (renal hypomagnesemia 2[MONDO:0007937]-Autosomal dominant) | Supportive (medullary sponge kidney[MONDO:0015268]-Autosomal dominant) | Supportive (renal dysplasia, unilateral[MONDO:0019644]-Autosomal dominant) | Supportive (renal dysplasia, bilateral[MONDO:0019645]-Autosomal dominant) | Supportive (unilateral multicystic dysplastic kidney[MONDO:0019981]-Autosomal dominant) | Strong (transient neonatal diabetes mellitus[MONDO:0020525]-Autosomal dominant) | Strong (permanent neonatal diabetes mellitus[MONDO:0100164]-Autosomal dominant)",Definitive (renal cysts and diabetes syndrome[MONDO:0007669]-AD),P:155; LP:82; VUS:126,OMIM:137920 (cyst_cilio: 0.289 | cakut: 0.27 | tubulopathy: 0.196 | glomerulopathy: 0.153 | nephrocalcinosis: 0.146 | cancer: 0.06 | complement: 0.036); OMIM:144700 (cancer: 0.13 | cyst_cilio: 0.013 | tubulopathy: 0.007 | cakut: 0.004 | glomerulopathy: 0.002),OMIM:125853 (adult: 0.108),OMIM:125853 (syndromic: 0.001 | growth: 0.011); OMIM:137920 (syndromic: 0.005 | growth: 0.043 | skeletal: 0.001 | neurologic: 0.004),hm (false); ht (false),0.5,2619,0.5094339622641509,"9606.ENSP00000262367:581, 9606.ENSP00000359319:292, 9606.ENSP00000299299:670, 9606.ENSP00000269305:327, 9606.ENSP00000297316:292, 9606.ENSP00000245479:292, 9606.ENSP00000484803:165",0.5,90.4202,53.4655,63.0756218722886,cur_197
HNF4A,5024,5,3.658130469336187,NULL,NULL,NULL,NULL,"Fanconi renotubular syndrome 4, with maturity-onset diabetes of the young[OMIM:616026]-Autosomal dominant inheritance | {Diabetes mellitus, noninsulin-dependent}[OMIM:125853]-Autosomal dominant inheritance | MODY, type I[OMIM:125850]-Autosomal dominant inheritance","Definitive, Definitive, Strong (maturity-onset diabetes of the young type 1[MONDO:0007452]-Autosomal dominant) | Strong (diabetes mellitus, noninsulin-dependent[MONDO:0007455]-Autosomal dominant) | Definitive, Strong (Fanconi renotubular syndrome 4 with maturity-onset diabetes of the young[MONDO:0014458]-Autosomal dominant) | Definitive (monogenic diabetes[MONDO:0015967]-Autosomal dominant) | Supportive (hyperinsulinism due to HNF4A deficiency[MONDO:0016988]-Autosomal dominant) | Supportive (maturity-onset diabetes of the young[MONDO:0018911]-Autosomal dominant)",Definitive (monogenic diabetes[MONDO:0015967]-AD),P:41; LP:39; VUS:145,OMIM:616026 (nephrocalcinosis: 0.174 | tubulopathy: 0.126 | glomerulopathy: 0.018 | cancer: 0.01 | cakut: 0.008 | cyst_cilio: 0.003),OMIM:125853 (adult: 0.108); OMIM:616026 (neonatal_or_pediatric: 0.134),OMIM:125853 (syndromic: 0.001 | growth: 0.011); OMIM:616026 (syndromic: 0.014 | growth: 0.258 | skeletal: 0.002),hm (false); ht (false),0.5,6216,0.7924528301886793,"9606.ENSP00000228606:292, 9606.ENSP00000397908:667, 9606.ENSP00000360541:384, 9606.ENSP00000287820:339, 9606.ENSP00000297316:538, 9606.ENSP00000236850:413, 9606.ENSP00000322568:313, 9606.ENSP00000484803:165, 9606.ENSP00000294008:165, 9606.ENSP00000245907:292, 9606.ENSP00000362680:497, 9606.ENSP00000262367:823, 9606.ENSP00000231509:579, 9606.ENSP00000269305:457, 9606.ENSP00000215832:292",0.5,2.29446,11.3798,12.3147122930974,cur_198
HOGA1,25155,5,3.686408201780401,0,1.2412,-0.87444,-0.2785,"Hyperoxaluria, primary, type III[OMIM:613616]-Autosomal recessive inheritance","Definitive, Strong, Supportive (primary hyperoxaluria type 3[MONDO:0013327]-Autosomal recessive)",NULL,P:45; LP:34; VUS:113,OMIM:613616 (tubulopathy: 0.028 | nephrocalcinosis: 0.021),NULL,NULL,hm (true); ht (false),0,330,0.08385744234800839,9606.ENSP00000310873:330,0.5,31.5262,28.9048,18.5219828420892,cur_199
HOXA13,5102,4,2.3358594940778508,NULL,NULL,NULL,NULL,Hand-foot-genital syndrome[OMIM:140000]-Autosomal dominant inheritance | ?Guttmacher syndrome[OMIM:176305]-Autosomal dominant inheritance,"Definitive, Strong, Moderate, Supportive (hand-foot-genital syndrome[MONDO:0007698]-Autosomal dominant) | Supportive (Guttmacher syndrome[MONDO:0008301]-Autosomal dominant)",NULL,P:7; LP:3; VUS:61,OMIM:140000 (cakut: 0.137 | tubulopathy: 0.119 | nephrocalcinosis: 0.118 | complement: 0.107 | glomerulopathy: 0.084 | cyst_cilio: 0.079 | cancer: 0.02),NULL,OMIM:140000 (syndromic: 0.009 | skeletal: 0.032); OMIM:176305 (syndromic: 0.003 | skeletal: 0.009),hm (true); ht (false),0,NULL,NULL,NULL,0,0.0226669,0.0518182,0.0933018190111728,cur_200
